round,client_id,shapley_value,flagged_status,rolling_variance,trend_slope,z_score
25,24,-0.0015623393976770493,0,6.959591878826925e-05,0.04190485226562906,7069.16045523336
25,25,0.0018501387604070417,0,0.0002364990931900889,0.2855710030558042,-15937.244143885488
25,28,0.02244835029293865,0,0.00016885195368425356,0.30270766709834185,7372.377640966755
25,29,0.0026724226539212746,0,0.00010183941544357787,0.9969599215667679,4014.127687929087
26,1,0.0,0,0.00017875362563623938,1.079726094399609,5262.616918491115
26,9,0.0,0,3.0736379516132854e-05,-0.5612619222303726,6115.73645801213
26,10,0.0,0,3.1349755306783743e-06,-0.17485937882122662,-236.40661938532836
26,13,0.0,0,0.0001366402399347412,1.0992907801418434,2446.2945832048526
26,16,0.0,0,1.058523420534138e-06,-0.12594766446563946,596.1558227978225
26,18,0.0,0,3.736373906504096e-05,0.3460503790657865,4018.9125295508275
26,24,0.0,0,6.077364414982497e-05,-0.7850330154071884,-781.1696988385247
26,25,0.0,0,0.0002673708272563481,1.5870667511759025,925.0693802035208
26,28,0.0,0,0.00016360151250889782,0.3851797505502573,11224.175146469326
26,29,0.0,0,4.780830731076585e-06,-0.267791636096845,1336.2113269606373
27,1,0.0,0,2.4617899405145705e-05,-0.5262616918491115,0.0
27,9,0.0,0,3.3246428821207784e-05,-0.6115736458012131,0.0
27,10,0.0,0,4.967830194595511e-08,0.023640661938532835,0.0
27,13,0.0,0,5.319428611393245e-06,-0.24462945832048527,0.0
27,16,0.0,0,3.159126800495544e-07,-0.05961558227978224,0.0
27,18,0.0,0,1.435702926238278e-05,-0.4018912529550826,0.0
27,24,0.0,0,5.424231985630857e-07,0.07811696988385247,0.0
27,25,0.0,0,7.606696517245565e-07,-0.09250693802035208,0.0
27,28,0.0,0,0.0001119840957498842,-1.1224175146469326,0.0
27,29,0.0,0,1.5870761869314728e-06,-0.13362113269606374,0.0
28,1,0.012785125551082991,0,3.6324318968212255e-05,0.6392562775541494,6392.562775541496
28,9,0.0057312631780716775,0,7.29941724807117e-06,0.2865631589035838,2865.6315890358387
28,10,-0.0018209699060762867,0,7.368736441856623e-07,-0.09104849530381431,-910.4849530381434
28,13,0.011500862564692344,0,2.939329771820928e-05,0.5750431282346171,5750.431282346172
28,16,-0.0055779183438757814,0,6.914038455765765e-06,-0.278895917193789,-2788.959171937891
28,18,-0.019838987924094307,0,8.74634315227466e-05,-0.991949396204715,-9919.493962047154
